,country,framework,users,type
2201,Panama,ASP.NET,4,want to use
2202,Guatemala,Nuxt.js,4,want to use
2203,Luxembourg,FastAPI,4,want to use
2204,Cyprus,FastAPI,4,want to use
2205,Paraguay,FastAPI,4,want to use
2206,Malaysia,Drupal,4,want to use
2207,Panama,Express,4,want to use
2208,Hong Kong (S.A.R.),Blazor,4,want to use
2209,Pakistan,Play Framework,4,want to use
2210,Honduras,jQuery,4,want to use
2211,South Korea,Angular.js,4,want to use
2212,Cyprus,ASP.NET,4,want to use
2213,The former Yugoslav Republic of Macedonia,Blazor,4,want to use
2214,"Venezuela, Bolivarian Republic of...",Blazor,4,want to use
2215,Montenegro,Django,4,want to use
2216,Andorra,React.js,4,want to use
2217,Angola,ASP.NET Core,4,want to use
2218,Montenegro,ASP.NET Core,4,want to use
2219,Uzbekistan,Blazor,4,want to use
2220,New Zealand,Symfony,4,want to use
2221,Angola,Vue.js,4,want to use
2222,Angola,jQuery,4,want to use
2223,Uruguay,Laravel,4,want to use
2224,Uruguay,Angular.js,4,want to use
2225,Armenia,Angular.js,4,want to use
2226,Armenia,Blazor,4,want to use
2227,Armenia,Nuxt.js,4,want to use
2228,Austria,Play Framework,4,want to use
2229,Nicaragua,Next.js,4,want to use
2230,Mongolia,Nuxt.js,4,want to use
2231,Saudi Arabia,Ruby on Rails,4,want to use
2232,Azerbaijan,Angular.js,4,want to use
2233,Azerbaijan,Blazor,4,want to use
2234,Nicaragua,Svelte,4,want to use
2235,Kazakhstan,Svelte,4,want to use
2236,Kazakhstan,Laravel,4,want to use
2237,Bahrain,Node.js,4,want to use
2238,Bahrain,React.js,4,want to use
2239,United Republic of Tanzania,ASP.NET,4,want to use
2240,Andorra,Node.js,4,want to use
2241,Montenegro,Node.js,4,want to use
2242,Jordan,Angular.js,4,want to use
2243,Kuwait,ASP.NET,4,want to use
2244,Afghanistan,Blazor,4,want to use
2245,Zimbabwe,Flask,4,want to use
2246,Afghanistan,FastAPI,4,want to use
2247,Kuwait,Node.js,4,want to use
2248,Republic of Korea,Nuxt.js,4,want to use
2249,Republic of Korea,ASP.NET Core,4,want to use
2250,Afghanistan,Flask,4,want to use
2251,Myanmar,Nuxt.js,4,want to use
2252,Zambia,Django,4,want to use
2253,Myanmar,Flask,4,want to use
2254,Republic of Moldova,ASP.NET Core,4,want to use
2255,Kuwait,Vue.js,4,want to use
2256,Mozambique,Vue.js,4,want to use
2257,Mozambique,Next.js,4,want to use
2258,Albania,Angular.js,4,want to use
2259,Mozambique,Express,4,want to use
2260,Republic of Moldova,Django,4,want to use
2261,Albania,Flask,4,want to use
2262,Albania,Nuxt.js,4,want to use
2263,Republic of Moldova,Express,4,want to use
2264,Viet Nam,Drupal,4,want to use
2265,Kuwait,Blazor,4,want to use
2266,Montenegro,Vue.js,4,want to use
2267,"Venezuela, Bolivarian Republic of...",Gatsby,4,want to use
2268,Kuwait,ASP.NET Core,4,want to use
2269,Bangladesh,Drupal,4,want to use
2270,Tunisia,Angular.js,4,want to use
2271,Belarus,Angular.js,4,want to use
2272,Nomadic,Django,4,want to use
2273,Turkmenistan,Laravel,4,want to use
2274,Bolivia,jQuery,4,want to use
2275,Cameroon,Angular.js,4,want to use
2276,Bosnia and Herzegovina,Deno,4,want to use
2277,Uganda,Ruby on Rails,4,want to use
2278,Bosnia and Herzegovina,Phoenix,4,want to use
2279,Mauritius,Angular.js,4,want to use
2280,Uganda,Blazor,4,want to use
2281,Mauritius,ASP.NET Core,4,want to use
2282,Nomadic,Ruby on Rails,4,want to use
2283,Turkey,Drupal,4,want to use
2284,Israel,Symfony,4,want to use
2285,Cambodia,Flask,4,want to use
2286,Cambodia,ASP.NET,4,want to use
2287,Lebanon,Angular.js,4,want to use
2288,Rwanda,Deno,4,want to use
2289,Israel,Drupal,4,want to use
2290,Rwanda,Nuxt.js,4,want to use
2291,Rwanda,Svelte,4,want to use
2292,Ireland,Symfony,4,want to use
2293,Cameroon,FastAPI,4,want to use
2294,Rwanda,Ruby on Rails,4,want to use
2295,Jamaica,Nuxt.js,4,want to use
2296,Saudi Arabia,Fastify,4,want to use
2297,Bolivia,Flask,4,want to use
2298,Jamaica,Deno,4,want to use
2299,Tunisia,Deno,4,want to use
2300,Mauritius,Express,4,want to use
2301,Jamaica,Next.js,4,want to use
2302,Lao People's Democratic Republic,React.js,4,want to use
2303,United Arab Emirates,Ruby on Rails,4,want to use
2304,Belgium,Play Framework,4,want to use
2305,Nomadic,Angular,4,want to use
2306,United Arab Emirates,Deno,4,want to use
2307,"Iran, Islamic Republic of...",Play Framework,3,want to use
2308,"Iran, Islamic Republic of...",Drupal,3,want to use
2309,Guatemala,Phoenix,3,want to use
2310,Kuwait,Nuxt.js,3,want to use
2311,Iraq,Laravel,3,want to use
2312,Iraq,Nuxt.js,3,want to use
2313,Senegal,FastAPI,3,want to use
2314,Iraq,Svelte,3,want to use
2315,Republic of Moldova,Deno,3,want to use
2316,Isle of Man,ASP.NET Core,3,want to use
2317,Kuwait,Next.js,3,want to use
2318,Iraq,Vue.js,3,want to use
2319,Kuwait,Flask,3,want to use
2320,Guatemala,Gatsby,3,want to use
2321,Guatemala,Fastify,3,want to use
2322,Republic of Korea,Ruby on Rails,3,want to use
2323,Senegal,Express,3,want to use
2324,Somalia,Angular,3,want to use
2325,Kuwait,Express,3,want to use
2326,Somalia,jQuery,3,want to use
2327,Japan,Symfony,3,want to use
2328,Kazakhstan,Ruby on Rails,3,want to use
2329,Jamaica,Laravel,3,want to use
2330,Jamaica,Flask,3,want to use
2331,Hong Kong (S.A.R.),Symfony,3,want to use
2332,Honduras,Deno,3,want to use
2333,Jamaica,ASP.NET Core,3,want to use
2334,Slovenia,Drupal,3,want to use
2335,Kenya,Drupal,3,want to use
2336,Guinea,Node.js,3,want to use
2337,Jamaica,ASP.NET,3,want to use
2338,Guinea,Next.js,3,want to use
2339,Kenya,Play Framework,3,want to use
2340,Guinea,Django,3,want to use
2341,Kosovo,ASP.NET,3,want to use
2342,Hungary,Play Framework,3,want to use
2343,Iceland,ASP.NET,3,want to use
2344,Kosovo,Django,3,want to use
2345,Kosovo,Flask,3,want to use
2346,Kosovo,Nuxt.js,3,want to use
2347,Honduras,Laravel,3,want to use
2348,Iceland,Node.js,3,want to use
2349,Rwanda,Angular,3,want to use
2350,Somalia,Express,3,want to use
2351,Somalia,Next.js,3,want to use
2352,Rwanda,Flask,3,want to use
2353,Republic of Moldova,Nuxt.js,3,want to use
2354,Honduras,ASP.NET,3,want to use
2355,Nepal,Gatsby,3,want to use
2356,Ghana,Symfony,3,want to use
2357,Georgia,Nuxt.js,3,want to use
2358,United Republic of Tanzania,Nuxt.js,3,want to use
2359,Bahrain,Next.js,3,want to use
2360,United Republic of Tanzania,Flask,3,want to use
2361,United Republic of Tanzania,Angular,3,want to use
2362,Barbados,React.js,3,want to use
2363,Belarus,Blazor,3,want to use
2364,United Arab Emirates,Phoenix,3,want to use
2365,Belize,React.js,3,want to use
2366,Belize,Vue.js,3,want to use
2367,Benin,Laravel,3,want to use
2368,Benin,Svelte,3,want to use
2369,Benin,Symfony,3,want to use
2370,Benin,Vue.js,3,want to use
2371,Bolivia,Angular.js,3,want to use
2372,Bolivia,FastAPI,3,want to use
2373,Bolivia,Ruby on Rails,3,want to use
2374,Botswana,Node.js,3,want to use
2375,Uganda,ASP.NET Core,3,want to use
2376,Botswana,React.js,3,want to use
2377,Turkmenistan,jQuery,3,want to use
2378,Turkmenistan,Svelte,3,want to use
2379,Turkmenistan,Nuxt.js,3,want to use
2380,Turkmenistan,Next.js,3,want to use
2381,Turkmenistan,FastAPI,3,want to use
2382,Turkmenistan,Deno,3,want to use
2383,Bahrain,ASP.NET Core,3,want to use
2384,Azerbaijan,Ruby on Rails,3,want to use
2385,Austria,Drupal,3,want to use
2386,Yemen,ASP.NET,3,want to use
2387,Zimbabwe,Laravel,3,want to use
2388,Afghanistan,Fastify,3,want to use
2389,Zimbabwe,Django,3,want to use
2390,Zimbabwe,Angular.js,3,want to use
2391,Zimbabwe,Angular,3,want to use
2392,Zambia,Ruby on Rails,3,want to use
2393,Zambia,Express,3,want to use
2394,Zambia,ASP.NET Core,3,want to use
2395,Yemen,Vue.js,3,want to use
2396,Yemen,Node.js,3,want to use
2397,Yemen,Next.js,3,want to use
2398,Viet Nam,Play Framework,3,want to use
2399,Argentina,Drupal,3,want to use
2400,Albania,Ruby on Rails,3,want to use
2401,Algeria,Angular,3,want to use
2402,"Venezuela, Bolivarian Republic of...",Symfony,3,want to use
2403,Algeria,jQuery,3,want to use
2404,"Venezuela, Bolivarian Republic of...",Fastify,3,want to use
2405,Andorra,Django,3,want to use
2406,Andorra,Next.js,3,want to use
2407,Uzbekistan,Ruby on Rails,3,want to use
2408,Uzbekistan,Gatsby,3,want to use
2409,Angola,Svelte,3,want to use
2410,Uruguay,jQuery,3,want to use
2411,Turkmenistan,ASP.NET Core,3,want to use
2412,Cameroon,ASP.NET Core,3,want to use
2413,Tunisia,Phoenix,3,want to use
2414,Dominican Republic,Symfony,3,want to use
2415,Democratic Republic of the Congo,Next.js,3,want to use
2416,Democratic Republic of the Congo,React.js,3,want to use
2417,Democratic Republic of the Congo,Vue.js,3,want to use
2418,Swaziland,React.js,3,want to use
2419,Suriname,React.js,3,want to use
2420,Suriname,Express,3,want to use
2421,Suriname,Django,3,want to use
2422,Denmark,Fastify,3,want to use
2423,Sudan,Flask,3,want to use
2424,Dominican Republic,Fastify,3,want to use
2425,Dominican Republic,Nuxt.js,3,want to use
2426,Ecuador,Angular.js,3,want to use
2427,Democratic Republic of the Congo,Express,3,want to use
2428,Egypt,Play Framework,3,want to use
2429,El Salvador,ASP.NET,3,want to use
2430,El Salvador,Blazor,3,want to use
2431,El Salvador,Nuxt.js,3,want to use
2432,Estonia,Symfony,3,want to use
2433,Ethiopia,Fastify,3,want to use
2434,Ethiopia,Phoenix,3,want to use
2435,Ethiopia,Play Framework,3,want to use
2436,Finland,Play Framework,3,want to use
2437,Georgia,Angular.js,3,want to use
2438,South Africa,Symfony,3,want to use
2439,Sweden,Drupal,3,want to use
2440,Côte d'Ivoire,Nuxt.js,3,want to use
2441,Cameroon,Svelte,3,want to use
2442,"Congo, Republic of the...",Vue.js,3,want to use
2443,Cameroon,Symfony,3,want to use
2444,Togo,Angular,3,want to use
2445,Cape Verde,Node.js,3,want to use
2446,Cape Verde,Vue.js,3,want to use
2447,The former Yugoslav Republic of Macedonia,Laravel,3,want to use
2448,The former Yugoslav Republic of Macedonia,Fastify,3,want to use
2449,Thailand,Symfony,3,want to use
2450,Thailand,Play Framework,3,want to use
2451,China,Play Framework,3,want to use
2452,China,Symfony,3,want to use
2453,Thailand,Blazor,3,want to use
2454,Costa Rica,FastAPI,3,want to use
2455,Côte d'Ivoire,Angular,3,want to use
2456,Costa Rica,Nuxt.js,3,want to use
2457,Croatia,Symfony,3,want to use
2458,Cuba,Angular,3,want to use
2459,Cuba,Angular.js,3,want to use
2460,Syrian Arab Republic,jQuery,3,want to use
2461,Cuba,Flask,3,want to use
2462,Syrian Arab Republic,Nuxt.js,3,want to use
2463,Cuba,Laravel,3,want to use
2464,Syrian Arab Republic,Fastify,3,want to use
2465,Cyprus,Deno,3,want to use
2466,Czech Republic,Drupal,3,want to use
2467,Republic of Korea,Flask,3,want to use
2468,South Africa,Drupal,3,want to use
2469,Mali,Node.js,3,want to use
2470,Panama,Ruby on Rails,3,want to use
2471,Nicaragua,Angular,3,want to use
2472,Mauritius,Laravel,3,want to use
2473,Lao People's Democratic Republic,Django,3,want to use
2474,Panama,Django,3,want to use
2475,Nomadic,Flask,3,want to use
2476,Morocco,Drupal,3,want to use
2477,Afghanistan,ASP.NET Core,3,want to use
2478,Lebanon,Symfony,3,want to use
2479,Luxembourg,Fastify,3,want to use
2480,Nomadic,Nuxt.js,3,want to use
2481,Libyan Arab Jamahiriya,Next.js,3,want to use
2482,Montenegro,jQuery,3,want to use
2483,Kyrgyzstan,Next.js,3,want to use
2484,Kyrgyzstan,Express,3,want to use
2485,Palestine,Phoenix,3,want to use
2486,Maldives,ASP.NET Core,3,want to use
2487,Portugal,Symfony,3,want to use
2488,Oman,Express,3,want to use
2489,Lao People's Democratic Republic,Node.js,3,want to use
2490,Kyrgyzstan,ASP.NET Core,3,want to use
2491,Panama,Svelte,3,want to use
2492,Lebanon,Nuxt.js,3,want to use
2493,Mozambique,Laravel,3,want to use
2494,Palestine,ASP.NET,3,want to use
2495,Madagascar,jQuery,3,want to use
2496,Paraguay,Symfony,3,want to use
2497,Mozambique,Angular,3,want to use
2498,Malta,Express,3,want to use
2499,Malta,Blazor,3,want to use
2500,Latvia,Ruby on Rails,3,want to use
2501,Mauritius,Vue.js,3,want to use
2502,Peru,Drupal,3,want to use
2503,Libyan Arab Jamahiriya,ASP.NET,3,want to use
2504,Malawi,Express,3,want to use
2505,Latvia,Flask,3,want to use
2506,Nicaragua,FastAPI,3,want to use
2507,Nicaragua,Express,3,want to use
2508,Maldives,Next.js,3,want to use
2509,Libyan Arab Jamahiriya,React.js,3,want to use
2510,Kyrgyzstan,jQuery,3,want to use
2511,Nicaragua,Vue.js,3,want to use
2512,Palestine,Blazor,3,want to use
2513,Montenegro,Express,3,want to use
2514,Nepal,Phoenix,3,want to use
2515,Qatar,Next.js,3,want to use
2516,Mali,jQuery,3,want to use
2517,Maldives,jQuery,3,want to use
2518,Mauritius,ASP.NET,3,want to use
2519,Mali,Vue.js,3,want to use
2520,Palestine,Angular.js,3,want to use
2521,Republic of Korea,Angular,3,want to use
2522,Luxembourg,Blazor,3,want to use
2523,Maldives,Vue.js,3,want to use
2524,Nomadic,Svelte,3,want to use
2525,Libyan Arab Jamahiriya,Vue.js,3,want to use
2526,Luxembourg,Deno,3,want to use
2527,Montenegro,React.js,3,want to use
2528,Montenegro,Angular,3,want to use
2529,Kuwait,Ruby on Rails,3,want to use
2530,Guyana,Next.js,2,want to use
2531,Armenia,Symfony,2,want to use
2532,Madagascar,FastAPI,2,want to use
2533,Tajikistan,Nuxt.js,2,want to use
2534,Guyana,Node.js,2,want to use
2535,Ghana,Phoenix,2,want to use
2536,Angola,Laravel,2,want to use
2537,Armenia,Ruby on Rails,2,want to use
2538,Norway,Drupal,2,want to use
2539,Azerbaijan,Gatsby,2,want to use
2540,Angola,Nuxt.js,2,want to use
2541,Mauritius,Symfony,2,want to use
2542,Guyana,Nuxt.js,2,want to use
2543,Uganda,Fastify,2,want to use
2544,Georgia,Symfony,2,want to use
2545,Madagascar,Laravel,2,want to use
2546,Mauritania,Express,2,want to use
2547,Mauritius,Nuxt.js,2,want to use
2548,Azerbaijan,Fastify,2,want to use
2549,Malawi,ASP.NET Core,2,want to use
2550,Georgia,Gatsby,2,want to use
2551,Georgia,Fastify,2,want to use
2552,Madagascar,Svelte,2,want to use
2553,Tajikistan,React.js,2,want to use
2554,Malawi,ASP.NET,2,want to use
2555,Madagascar,Symfony,2,want to use
2556,United Arab Emirates,Play Framework,2,want to use
2557,Uruguay,Play Framework,2,want to use
2558,Angola,Ruby on Rails,2,want to use
2559,Botswana,Next.js,2,want to use
2560,"Congo, Republic of the...",ASP.NET Core,2,want to use
2561,Somalia,Angular.js,2,want to use
2562,Nicaragua,ASP.NET,2,want to use
2563,"Congo, Republic of the...",Angular,2,want to use
2564,Uruguay,Gatsby,2,want to use
2565,Nicaragua,ASP.NET Core,2,want to use
2566,Guinea,Laravel,2,want to use
2567,Mongolia,Ruby on Rails,2,want to use
2568,Guinea,Angular,2,want to use
2569,Bhutan,Ruby on Rails,2,want to use
2570,Bhutan,Phoenix,2,want to use
2571,"Congo, Republic of the...",Django,2,want to use
2572,Uruguay,Nuxt.js,2,want to use
2573,Malta,Ruby on Rails,2,want to use
2574,Guinea,Svelte,2,want to use
2575,Somalia,Django,2,want to use
2576,Luxembourg,Symfony,2,want to use
2577,Mali,Angular.js,2,want to use
2578,Armenia,Gatsby,2,want to use
2579,Armenia,Fastify,2,want to use
2580,"Congo, Republic of the...",Nuxt.js,2,want to use
2581,Botswana,Laravel,2,want to use
2582,Nicaragua,Deno,2,want to use
2583,Nicaragua,Blazor,2,want to use
2584,Uruguay,Blazor,2,want to use
2585,Uruguay,Fastify,2,want to use
2586,Guyana,Angular,2,want to use
2587,Malta,Laravel,2,want to use
2588,Malta,Next.js,2,want to use
2589,Uganda,Deno,2,want to use
2590,Mongolia,Svelte,2,want to use
2591,Guinea,jQuery,2,want to use
2592,Belize,Node.js,2,want to use
2593,Republic of Korea,Fastify,2,want to use
2594,Tajikistan,Node.js,2,want to use
2595,Sudan,ASP.NET,2,want to use
2596,Barbados,Next.js,2,want to use
2597,Palestine,Fastify,2,want to use
2598,Barbados,Laravel,2,want to use
2599,Palestine,Flask,2,want to use
2600,Belize,Flask,2,want to use
2601,Oman,FastAPI,2,want to use
2602,Palestine,Laravel,2,want to use
2603,Taiwan,Fastify,2,want to use
2604,Mongolia,Blazor,2,want to use
2605,Malawi,Vue.js,2,want to use
2606,Nicaragua,jQuery,2,want to use
2607,Dominican Republic,Phoenix,2,want to use
2608,Mongolia,Deno,2,want to use
2609,Malawi,Svelte,2,want to use
2610,Ecuador,Drupal,2,want to use
2611,Ecuador,Fastify,2,want to use
2612,Palestine,Ruby on Rails,2,want to use
2613,Bahrain,jQuery,2,want to use
2614,Ecuador,Phoenix,2,want to use
2615,Mongolia,FastAPI,2,want to use
2616,Barbados,Node.js,2,want to use
2617,Denmark,Symfony,2,want to use
2618,Denmark,Gatsby,2,want to use
2619,Taiwan,Drupal,2,want to use
2620,Swaziland,Express,2,want to use
2621,Nomadic,Angular.js,2,want to use
2622,Belize,Angular,2,want to use
2623,Suriname,Node.js,2,want to use
2624,Mauritius,jQuery,2,want to use
2625,Suriname,Laravel,2,want to use
2626,Swaziland,Laravel,2,want to use
2627,Belarus,Symfony,2,want to use
2628,Palestine,Deno,2,want to use
2629,Malaysia,Play Framework,2,want to use
2630,Nomadic,Express,2,want to use
2631,Belarus,Gatsby,2,want to use
2632,Bolivia,Symfony,2,want to use
2633,Mongolia,Angular,2,want to use
2634,Barbados,jQuery,2,want to use
2635,Denmark,Drupal,2,want to use
2636,Sudan,Svelte,2,want to use
2637,Oman,Flask,2,want to use
2638,Cuba,ASP.NET,2,want to use
2639,Bahrain,Svelte,2,want to use
2640,Panama,Angular,2,want to use
2641,Panama,Angular.js,2,want to use
2642,Bosnia and Herzegovina,Fastify,2,want to use
2643,Bolivia,ASP.NET,2,want to use
2644,Malta,Angular,2,want to use
2645,Costa Rica,Fastify,2,want to use
2646,United Republic of Tanzania,Ruby on Rails,2,want to use
2647,Malta,Django,2,want to use
2648,Gabon,Node.js,2,want to use
2649,Swaziland,jQuery,2,want to use
2650,Chile,Symfony,2,want to use
2651,Gabon,React.js,2,want to use
2652,Bahrain,Django,2,want to use
2653,Bahrain,Blazor,2,want to use
2654,Mauritius,Blazor,2,want to use
2655,Gambia,Angular,2,want to use
2656,Bosnia and Herzegovina,Symfony,2,want to use
2657,Bahrain,ASP.NET,2,want to use
2658,Malawi,Angular,2,want to use
2659,Tajikistan,FastAPI,2,want to use
2660,Tajikistan,Laravel,2,want to use
2661,Tajikistan,Next.js,2,want to use
2662,Bahrain,Laravel,2,want to use
2663,Oman,ASP.NET Core,2,want to use
2664,Mongolia,Flask,2,want to use
2665,Oman,Angular,2,want to use
2666,Panama,Flask,2,want to use
2667,Panama,Laravel,2,want to use
2668,El Salvador,Fastify,2,want to use
2669,El Salvador,Gatsby,2,want to use
2670,Panama,Nuxt.js,2,want to use
2671,El Salvador,Phoenix,2,want to use
2672,Estonia,Angular.js,2,want to use
2673,Malawi,Laravel,2,want to use
2674,United Republic of Tanzania,Deno,2,want to use
2675,Panama,Symfony,2,want to use
2676,Mongolia,Gatsby,2,want to use
2677,Uganda,Svelte,2,want to use
2678,Malawi,Flask,2,want to use
2679,Nomadic,Laravel,2,want to use
2680,Costa Rica,Ruby on Rails,2,want to use
2681,Ethiopia,Gatsby,2,want to use
2682,Paraguay,Blazor,2,want to use
2683,Ethiopia,Symfony,2,want to use
2684,United Republic of Tanzania,Fastify,2,want to use
2685,Tajikistan,Angular,2,want to use
2686,Haiti,React.js,2,want to use
2687,Chile,Play Framework,2,want to use
2688,Lao People's Democratic Republic,FastAPI,2,want to use
2689,Cape Verde,Laravel,2,want to use
2690,Myanmar,Ruby on Rails,2,want to use
2691,Jamaica,Angular.js,2,want to use
2692,Jamaica,Blazor,2,want to use
2693,Portugal,Drupal,2,want to use
2694,Jamaica,Drupal,2,want to use
2695,Jamaica,FastAPI,2,want to use
2696,Syrian Arab Republic,Blazor,2,want to use
2697,Lao People's Democratic Republic,Next.js,2,want to use
2698,Lao People's Democratic Republic,Express,2,want to use
2699,Cambodia,Fastify,2,want to use
2700,Jamaica,Ruby on Rails,2,want to use
2701,Zambia,Svelte,2,want to use
2702,Russian Federation,Drupal,2,want to use
2703,Cyprus,Laravel,2,want to use
2704,Zambia,Vue.js,2,want to use
2705,Jordan,ASP.NET,2,want to use
2706,Jordan,Blazor,2,want to use
2707,Jordan,Deno,2,want to use
2708,Zambia,jQuery,2,want to use
2709,Cyprus,Phoenix,2,want to use
2710,Afghanistan,Gatsby,2,want to use
2711,Zambia,Laravel,2,want to use
2712,Latvia,FastAPI,2,want to use
2713,Switzerland,Drupal,2,want to use
2714,Myanmar,ASP.NET Core,2,want to use
2715,Yemen,Nuxt.js,2,want to use
2716,Yemen,React.js,2,want to use
2717,Cambodia,Gatsby,2,want to use
2718,Myanmar,FastAPI,2,want to use
2719,Yemen,jQuery,2,want to use
2720,Latvia,Symfony,2,want to use
2721,Benin,Nuxt.js,2,want to use
2722,Trinidad and Tobago,Django,2,want to use
2723,Cyprus,jQuery,2,want to use
2724,Maldives,Laravel,2,want to use
2725,Latvia,Gatsby,2,want to use
2726,Rwanda,Fastify,2,want to use
2727,Cambodia,Symfony,2,want to use
2728,Cameroon,ASP.NET,2,want to use
2729,Trinidad and Tobago,React.js,2,want to use
2730,Rwanda,Blazor,2,want to use
2731,Zambia,FastAPI,2,want to use
2732,Zimbabwe,ASP.NET,2,want to use
2733,Kazakhstan,Deno,2,want to use
2734,Zimbabwe,ASP.NET Core,2,want to use
2735,Kuwait,Drupal,2,want to use
2736,Qatar,Express,2,want to use
2737,Kuwait,FastAPI,2,want to use
2738,Kuwait,Fastify,2,want to use
2739,Republic of Moldova,Flask,2,want to use
2740,Republic of Moldova,FastAPI,2,want to use
2741,Qatar,Flask,2,want to use
2742,Kuwait,jQuery,2,want to use
2743,Republic of Moldova,Angular.js,2,want to use
2744,Republic of Moldova,Angular,2,want to use
2745,Qatar,React.js,2,want to use
2746,Kuwait,Gatsby,2,want to use
2747,Namibia,Node.js,2,want to use
2748,Kuwait,Symfony,2,want to use
2749,Qatar,jQuery,2,want to use
2750,Zimbabwe,Svelte,2,want to use
2751,Republic of Korea,Phoenix,2,want to use
2752,Republic of Korea,Angular.js,2,want to use
2753,Republic of Korea,Laravel,2,want to use
2754,Republic of Korea,Gatsby,2,want to use
2755,Qatar,Django,2,want to use
2756,Republic of Moldova,Svelte,2,want to use
2757,Kazakhstan,Gatsby,2,want to use
2758,Afghanistan,Drupal,2,want to use
2759,Mauritius,Flask,2,want to use
2760,Cyprus,Flask,2,want to use
2761,Cyprus,Fastify,2,want to use
2762,Cape Verde,Django,2,want to use
2763,Cuba,Ruby on Rails,2,want to use
2764,Kyrgyzstan,Angular,2,want to use
2765,Kosovo,Blazor,2,want to use
2766,Cape Verde,Deno,2,want to use
2767,Qatar,ASP.NET,2,want to use
2768,Romania,Drupal,2,want to use
2769,Qatar,ASP.NET Core,2,want to use
2770,Kosovo,jQuery,2,want to use
2771,Qatar,Angular,2,want to use
2772,Cameroon,Nuxt.js,2,want to use
2773,Tunisia,Fastify,2,want to use
2774,Kuwait,Angular.js,2,want to use
2775,Qatar,Blazor,2,want to use
2776,Republic of Moldova,jQuery,2,want to use
2777,Kuwait,Deno,2,want to use
2778,The former Yugoslav Republic of Macedonia,ASP.NET,2,want to use
2779,Yemen,Laravel,2,want to use
2780,Isle of Man,ASP.NET,2,want to use
2781,Libyan Arab Jamahiriya,jQuery,2,want to use
2782,Andorra,Blazor,2,want to use
2783,Honduras,Nuxt.js,2,want to use
2784,The former Yugoslav Republic of Macedonia,Nuxt.js,2,want to use
2785,Andorra,Angular,2,want to use
2786,Honduras,Svelte,2,want to use
2787,Libyan Arab Jamahiriya,Nuxt.js,2,want to use
2788,United Arab Emirates,Drupal,2,want to use
2789,Cape Verde,React.js,2,want to use
2790,Hong Kong (S.A.R.),Play Framework,2,want to use
2791,Algeria,Svelte,2,want to use
2792,Philippines,Play Framework,2,want to use
2793,Libyan Arab Jamahiriya,Laravel,2,want to use
2794,Serbia,Play Framework,2,want to use
2795,Libyan Arab Jamahiriya,Express,2,want to use
2796,Algeria,Ruby on Rails,2,want to use
2797,Cuba,Phoenix,2,want to use
2798,Iceland,FastAPI,2,want to use
2799,Timor-Leste,Django,2,want to use
2800,Iceland,Laravel,2,want to use
2801,Libyan Arab Jamahiriya,Svelte,2,want to use
2802,Côte d'Ivoire,jQuery,2,want to use
2803,Algeria,FastAPI,2,want to use
2804,Cape Verde,jQuery,2,want to use
2805,Democratic Republic of the Congo,Django,2,want to use
2806,Montenegro,Blazor,2,want to use
2807,Angola,ASP.NET,2,want to use
2808,Haiti,Django,2,want to use
2809,Bulgaria,Drupal,2,want to use
2810,The former Yugoslav Republic of Macedonia,Angular.js,2,want to use
2811,Andorra,Vue.js,2,want to use
2812,Mauritania,Node.js,2,want to use
2813,The former Yugoslav Republic of Macedonia,Deno,2,want to use
2814,Haiti,Node.js,2,want to use
2815,Syrian Arab Republic,Flask,2,want to use
2816,Syrian Arab Republic,Ruby on Rails,2,want to use
2817,Democratic Republic of the Congo,Angular.js,2,want to use
2818,Mali,Next.js,2,want to use
2819,Turkmenistan,Fastify,2,want to use
2820,The former Yugoslav Republic of Macedonia,Flask,2,want to use
2821,Benin,Angular.js,2,want to use
2822,Lithuania,Phoenix,2,want to use
2823,Honduras,Angular.js,2,want to use
2824,Togo,Svelte,2,want to use
2825,Algeria,Flask,2,want to use
2826,Iceland,Nuxt.js,2,want to use
2827,Côte d'Ivoire,Django,2,want to use
2828,Côte d'Ivoire,Deno,2,want to use
2829,Iraq,Deno,2,want to use
2830,Cambodia,Blazor,2,want to use
2831,Lesotho,Django,2,want to use
2832,Togo,Node.js,2,want to use
2833,Albania,Deno,2,want to use
2834,Saudi Arabia,Phoenix,2,want to use
2835,Togo,Nuxt.js,2,want to use
2836,Afghanistan,Ruby on Rails,2,want to use
2837,Mozambique,jQuery,2,want to use
2838,Mauritius,Gatsby,2,want to use
2839,Benin,Next.js,2,want to use
2840,Lebanon,Gatsby,2,want to use
2841,Saudi Arabia,Drupal,2,want to use
2842,Yemen,Angular.js,2,want to use
2843,Benin,Node.js,2,want to use
2844,Lebanon,FastAPI,2,want to use
2845,Yemen,Django,2,want to use
2846,Ireland,Play Framework,2,want to use
2847,Maldives,Blazor,2,want to use
2848,Togo,Express,2,want to use
2849,Albania,Gatsby,2,want to use
2850,Senegal,Django,2,want to use
2851,Iceland,Svelte,2,want to use
2852,Algeria,Angular.js,2,want to use
2853,Morocco,Play Framework,2,want to use
2854,Turkmenistan,ASP.NET,2,want to use
2855,Côte d'Ivoire,Flask,2,want to use
2856,Benin,Django,2,want to use
2857,Senegal,Svelte,2,want to use
2858,Iraq,ASP.NET,2,want to use
2859,Syrian Arab Republic,Svelte,2,want to use
2860,Senegal,Nuxt.js,2,want to use
2861,Benin,FastAPI,2,want to use
2862,Iraq,Angular.js,2,want to use
2863,Senegal,Laravel,2,want to use
